	readNum	animal
345	read=2915	Nerodia_fasciata_museum_prep
346	read=7259	Nerodia_fasciata_museum_prep
347	read=4903	Nerodia_fasciata_museum_prep
348	read=41039	Nerodia_fasciata_museum_prep
349	read=59582	Nerodia_fasciata_museum_prep
350	read=32282	Nerodia_fasciata_museum_prep
351	read=32603	Nerodia_fasciata_museum_prep
352	read=1943	Nerodia_fasciata_museum_prep
353	read=37932	Nerodia_fasciata_museum_prep
354	read=18150	Nerodia_fasciata_museum_prep
355	read=2512	Nerodia_fasciata_museum_prep
356	read=43846	Nerodia_fasciata_museum_prep
357	read=21854	Nerodia_fasciata_museum_prep
358	read=16389	Nerodia_fasciata_museum_prep
359	read=34542	Nerodia_fasciata_museum_prep
360	read=35047	Nerodia_fasciata_museum_prep
361	read=3833	Nerodia_fasciata_museum_prep
362	read=18007	Nerodia_fasciata_museum_prep
363	read=15757	Nerodia_fasciata_museum_prep
364	read=64	Nerodia_fasciata_museum_prep
365	read=30041	Nerodia_fasciata_museum_prep
366	read=2135	Nerodia_fasciata_museum_prep
367	read=9146	Nerodia_fasciata_museum_prep
368	read=1399	Nerodia_fasciata_museum_prep
369	read=5865	Nerodia_fasciata_museum_prep
370	read=32820	Nerodia_fasciata_museum_prep
371	read=30036	Nerodia_fasciata_museum_prep
372	read=36997	Nerodia_fasciata_museum_prep
373	read=40195	Nerodia_fasciata_museum_prep
374	read=3228	Nerodia_fasciata_museum_prep
375	read=7047	Nerodia_fasciata_museum_prep
376	read=41319	Nerodia_fasciata_museum_prep
377	read=31957	Nerodia_fasciata_museum_prep
378	read=18118	Nerodia_fasciata_museum_prep
379	read=29346	Nerodia_fasciata_museum_prep
380	read=37557	Nerodia_fasciata_museum_prep
381	read=40725	Nerodia_fasciata_museum_prep
382	read=42639	Nerodia_fasciata_museum_prep
383	read=6648	Nerodia_fasciata_museum_prep
384	read=11653	Nerodia_fasciata_museum_prep
385	read=16670	Nerodia_fasciata_museum_prep
386	read=2555	Nerodia_fasciata_museum_prep
387	read=6621	Nerodia_fasciata_museum_prep
388	read=19118	Nerodia_fasciata_museum_prep
389	read=9530	Nerodia_fasciata_museum_prep
390	read=24418	Nerodia_fasciata_museum_prep
391	read=15946	Nerodia_fasciata_museum_prep
392	read=29678	Nerodia_fasciata_museum_prep
393	read=21677	Nerodia_fasciata_museum_prep
394	read=4955	Nerodia_fasciata_museum_prep
